# == pyFAI calibration ==
# Distance Sample to Detector: 0.5717115570308332 m
# PONI: 1.291e-01, 1.314e-01 m
# Rotations: 0.000000 0.000000 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 571.712 mm
# Center: x=763.724, y=750.752 pix
# Tilt: 0.000 deg  TiltPlanRot: 0.000 deg
# 
# Detector Pilatus CdTe 2M	 PixelSize= 1.720e-04, 1.720e-04 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 1.17e-11 m
# Mask applied: user provided
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> C:/Users/tdouglas/Documents/SHS/data_for_kaushik/Gain_corrected\NiAl8_pt003sec_00000.xy
#       2th_deg             I 
  1.851004e+01    5.347520e+00
  1.851799e+01    5.491424e+00
  1.852594e+01    5.517532e+00
  1.853389e+01    5.512082e+00
  1.854185e+01    5.455287e+00
  1.854980e+01    5.456285e+00
  1.855775e+01    5.476383e+00
  1.856570e+01    5.534253e+00
  1.857366e+01    5.653147e+00
  1.858161e+01    5.648199e+00
  1.858956e+01    5.558774e+00
  1.859752e+01    5.454762e+00
  1.860547e+01    5.501666e+00
  1.861342e+01    5.492381e+00
  1.862137e+01    5.663184e+00
  1.862933e+01    5.768169e+00
  1.863728e+01    5.776353e+00
  1.864523e+01    5.632838e+00
  1.865318e+01    5.653455e+00
  1.866114e+01    5.828269e+00
  1.866909e+01    5.790270e+00
  1.867704e+01    5.783423e+00
  1.868500e+01    5.887018e+00
  1.869295e+01    5.948823e+00
  1.870090e+01    5.882446e+00
  1.870885e+01    5.776887e+00
  1.871681e+01    5.770461e+00
  1.872476e+01    5.717207e+00
  1.873271e+01    5.611430e+00
  1.874067e+01    5.523893e+00
  1.874862e+01    5.541850e+00
  1.875657e+01    5.692122e+00
  1.876452e+01    5.708303e+00
  1.877248e+01    5.734031e+00
  1.878043e+01    5.722820e+00
  1.878838e+01    5.704346e+00
  1.879633e+01    5.598697e+00
  1.880429e+01    5.603447e+00
  1.881224e+01    5.556182e+00
  1.882019e+01    5.540211e+00
  1.882815e+01    5.593987e+00
  1.883610e+01    5.672675e+00
  1.884405e+01    5.560124e+00
  1.885200e+01    5.475364e+00
  1.885996e+01    5.492832e+00
  1.886791e+01    5.695087e+00
  1.887586e+01    5.834548e+00
  1.888381e+01    5.866619e+00
  1.889177e+01    5.818591e+00
  1.889972e+01    5.967770e+00
  1.890767e+01    5.994843e+00
  1.891563e+01    5.833694e+00
  1.892358e+01    5.741063e+00
  1.893153e+01    5.851669e+00
  1.893948e+01    5.792968e+00
  1.894744e+01    5.584251e+00
  1.895539e+01    5.658432e+00
  1.896334e+01    5.874483e+00
  1.897130e+01    5.997819e+00
  1.897925e+01    6.127779e+00
  1.898720e+01    6.188933e+00
  1.899515e+01    6.250798e+00
  1.900311e+01    6.118850e+00
  1.901106e+01    6.086607e+00
  1.901901e+01    6.000998e+00
  1.902696e+01    5.947473e+00
  1.903492e+01    5.886836e+00
  1.904287e+01    5.761121e+00
  1.905082e+01    5.755774e+00
  1.905878e+01    5.818330e+00
  1.906673e+01    5.995834e+00
  1.907468e+01    5.956780e+00
  1.908263e+01    5.879312e+00
  1.909059e+01    5.861976e+00
  1.909854e+01    6.082390e+00
  1.910649e+01    6.112784e+00
  1.911444e+01    6.058882e+00
  1.912240e+01    6.005164e+00
  1.913035e+01    5.989888e+00
  1.913830e+01    5.948429e+00
  1.914626e+01    5.985973e+00
  1.915421e+01    6.190772e+00
  1.916216e+01    6.374124e+00
  1.917011e+01    6.288324e+00
  1.917807e+01    5.989532e+00
  1.918602e+01    6.020455e+00
  1.919397e+01    5.988966e+00
  1.920192e+01    5.930277e+00
  1.920988e+01    5.744827e+00
  1.921783e+01    5.837112e+00
  1.922578e+01    5.882830e+00
  1.923374e+01    5.791904e+00
  1.924169e+01    5.630507e+00
  1.924964e+01    5.678932e+00
  1.925759e+01    5.847959e+00
  1.926555e+01    6.046619e+00
  1.927350e+01    5.960223e+00
  1.928145e+01    5.657802e+00
  1.928941e+01    5.726283e+00
  1.929736e+01    5.974647e+00
  1.930531e+01    5.822285e+00
  1.931326e+01    5.646894e+00
  1.932122e+01    5.560668e+00
  1.932917e+01    6.000628e+00
  1.933712e+01    5.949176e+00
  1.934507e+01    5.967841e+00
  1.935303e+01    5.693902e+00
  1.936098e+01    5.672825e+00
  1.936893e+01    5.740362e+00
  1.937689e+01    5.854587e+00
  1.938484e+01    5.931658e+00
  1.939279e+01    6.008180e+00
  1.940074e+01    5.859430e+00
  1.940870e+01    5.934544e+00
  1.941665e+01    5.785698e+00
  1.942460e+01    5.682895e+00
  1.943255e+01    5.342399e+00
  1.944051e+01    5.323839e+00
  1.944846e+01    5.319206e+00
  1.945641e+01    5.274031e+00
  1.946437e+01    5.107314e+00
  1.947232e+01    5.394621e+00
  1.948027e+01    5.711887e+00
  1.948822e+01    6.078010e+00
  1.949618e+01    5.895736e+00
  1.950413e+01    5.896434e+00
  1.951208e+01    5.885234e+00
  1.952004e+01    5.837219e+00
  1.952799e+01    5.802808e+00
  1.953594e+01    6.247662e+00
  1.954389e+01    6.538480e+00
  1.955185e+01    6.512096e+00
  1.955980e+01    6.057242e+00
  1.956775e+01    5.874155e+00
  1.957570e+01    5.659838e+00
  1.958366e+01    5.595754e+00
  1.959161e+01    5.826810e+00
  1.959956e+01    5.886325e+00
  1.960752e+01    6.174818e+00
  1.961547e+01    6.515842e+00
  1.962342e+01    6.886595e+00
  1.963137e+01    6.507617e+00
  1.963933e+01    6.033848e+00
  1.964728e+01    5.926455e+00
  1.965523e+01    6.245954e+00
  1.966318e+01    6.203257e+00
  1.967114e+01    5.756228e+00
  1.967909e+01    5.189450e+00
  1.968704e+01    4.935627e+00
  1.969500e+01    5.188874e+00
  1.970295e+01    5.487476e+00
  1.971090e+01    6.258117e+00
  1.971885e+01    6.601283e+00
  1.972681e+01    6.768384e+00
  1.973476e+01    6.820803e+00
  1.974271e+01    6.487845e+00
  1.975067e+01    5.636029e+00
  1.975862e+01    5.166350e+00
  1.976657e+01    5.259864e+00
  1.977452e+01    5.563683e+00
  1.978248e+01    5.961085e+00
  1.979043e+01    6.711502e+00
  1.979838e+01    6.766101e+00
  1.980633e+01    6.467995e+00
  1.981429e+01    5.946300e+00
  1.982224e+01    5.941153e+00
  1.983019e+01    5.797546e+00
  1.983815e+01    5.540442e+00
  1.984610e+01    6.031456e+00
  1.985405e+01    6.382027e+00
  1.986200e+01    6.672645e+00
  1.986996e+01    6.439917e+00
  1.987791e+01    7.027515e+00
